timestamp;m3
199001;0.0
199002;0.0
199003;0.0
199004;0.0
199005;0.0
199006;0.0
199007;0.0
199008;0.0
199009;0.0
199010;0.0
199011;0.0
199012;0.0
199101;0.0
199102;0.0
199103;0.0
199104;0.0
199105;0.0
199106;0.0
199107;0.0
199108;0.0
199109;0.0
199110;0.0
199111;0.0
199112;0.0
199201;0.0
199202;0.0
199203;0.0
199204;0.0
199205;0.0
199206;0.0
199207;0.0
199208;0.0
199209;0.0
199210;0.0
199211;0.0
199212;0.0
199301;0.0
199302;0.0
199303;0.0
199304;0.0
199305;0.0
199306;0.0
199307;54.6
199308;102.1122449
199309;97.95918367
199310;73.24489796
199311;104.3469388
199312;0.0
199401;0.0
199402;0.0
199403;0.0
199404;0.0
199405;0.0
199406;0.0
199407;0.0
199408;0.0
199409;0.0
199410;0.0
199411;0.0
199412;0.0
199501;0.0
199502;0.0
199503;0.0
199504;0.0
199505;0.0
199506;0.0
199507;0.0
199508;0.0
199509;0.0
199510;0.0
199511;0.0
199512;0.0
199601;0.0
199602;0.0
199603;0.0
199604;0.0
199605;0.0
199606;0.0
199607;0.0
199608;0.0
199609;0.0
199610;0.0
199611;0.0
199612;0.0
199701;0.0
199702;0.0
199703;0.0
199704;0.0
199705;0.0
199706;0.0
199707;0.0
199708;0.0
199709;0.0
199710;0.0
199711;0.0
199712;0.0
199801;0.0
199802;0.0
199803;0.0
199804;0.0
199805;0.0
199806;0.0
199807;0.0
199808;12.94387755
199809;6.471938775
199810;0.0
199811;0.0
199812;0.0
199901;0.0
199902;0.0
199903;0.0
199904;0.0
199905;26.09183673
199906;0.0
199907;51.29591837
199908;0.0
199909;26.83673469
199910;24.96938776
199911;52.01020408
199912;0.0
200001;25.55102041
200002;0.0
200003;0.0
200004;0.0
200005;0.0
200006;0.0
200007;0.0
200008;51.48979592
200009;60.0
200010;24.42857143
200011;0.0
200012;0.0
200101;28.96938776
200102;27.0
200103;27.29591837
200104;0.0
200105;0.0
200106;0.0
200107;0.0
200108;54.86020408
200109;25.73469388
200110;28.46938776
200111;0.0
200112;0.0
200201;0.0
200202;0.0
200203;0.0
200204;0.0
200205;0.0
200206;0.0
200207;0.0
200208;29.59183673
200209;26.02040816
200210;29.59183673
200211;29.59183673
200212;0.0
200301;0.0
200302;0.0
200303;0.0
200304;0.0
200305;0.0
200306;0.0
200307;0.0
200308;0.0
200309;0.0
200310;0.0
200311;0.0
200312;0.0
200401;0.0
200402;0.0
200403;0.0
200404;0.0
200405;0.0
200406;0.0
200407;0.0
200408;0.0
200409;0.0
200410;0.0
200411;0.0
200412;0.0
200501;0.0
200502;0.0
200503;0.0
200504;0.0
200505;0.0
200506;0.0
200507;26.15306122
